Location,Full_%,Current_Elevation_ft,Current_Storage_af,Remaining_Elevation_ft,Available_Storage_af,24hr.Change,Rain_inches,Date,Highest_temperature,Lowest_temperature,Highest_humidity,Lowest_humidity
Total Verde system,57,,"162,922",,"124,481",-370,,2019-07-18,106,84 ,34,21
Total Reservoir System,75,,"1,718,962",,"572,728","-1,622",,2019-07-18,106,84 ,34,21
Total system year ago,51,,,,,,,2019-07-18,106,84 ,34,21
Roosevelt Lake (Roosevelt Dam),74,"2,129.02","1,205,548",21.98,"425,984","-1,769",0.00,2019-07-19,106,84 ,34,9
Apache Lake (Horse Mesa Dam),93,"1,907.33","227,754",6.67,"17,384","-2,095",0.00,2019-07-19,106,84 ,34,9
Canyon Lake (Mormon Flat Dam),95,"1,657.38","54,915",3.12,"2,937",168,0.00,2019-07-19,106,84 ,34,9
Saguaro Lake (Stewart Mountain Dam),93,"1,525.33","65,215",3.67,"4,550","1,088",0.00,2019-07-19,106,84 ,34,9
Total Salt system,78,,"1,553,432",,"450,855","-2,608",,2019-07-19,106,84 ,34,9
Horseshoe Lake (Horseshoe Dam),0,"1,954.07",429,71.93,"108,788",429,0.00,2019-07-19,106,84 ,34,9
Bartlett Lake (Bartlett Dam),91,"1,792.35","162,763",5.65,"15,423",-159,0.00,2019-07-19,106,84 ,34,9
Total Verde system,57,,"163,192",,"124,211",270,,2019-07-19,106,84 ,34,9
Total Reservoir System,75,,"1,716,624",,"575,066","-2,338",,2019-07-19,106,84 ,34,9
Total system year ago,51,,,,,,,2019-07-19,106,84 ,34,9
Roosevelt Lake (Roosevelt Dam),74,"2,128.86","1,202,789",22.14,"428,743","-2,759",0.00,2019-07-20,106,84 ,30,10
Apache Lake (Horse Mesa Dam),93,"1,907.45","228,081",6.55,"17,057",327,0.00,2019-07-20,106,84 ,30,10
Canyon Lake (Mormon Flat Dam),96,"1,657.74","55,251",2.76,"2,601",336,0.00,2019-07-20,106,84 ,30,10
Saguaro Lake (Stewart Mountain Dam),92,"1,524.75","64,515",4.25,"5,250",-700,0.00,2019-07-20,106,84 ,30,10
Total Salt system,77,,"1,550,636",,"453,651","-2,796",,2019-07-20,106,84 ,30,10
Horseshoe Lake (Horseshoe Dam),1,"1,955.10",634,70.90,"108,583",205,0.00,2019-07-20,106,84 ,30,10
Bartlett Lake (Bartlett Dam),91,"1,792.25","162,500",5.75,"15,686",-263,0.00,2019-07-20,106,84 ,30,10
Total Verde system,57,,"163,134",,"124,269",-58,,2019-07-20,106,84 ,30,10
Total Reservoir System,75,,"1,713,770",,"577,920","-2,854",,2019-07-20,106,84 ,30,10
Total system year ago,50,,,,,,,2019-07-20,106,84 ,30,10
Roosevelt Lake (Roosevelt Dam),74,"2,128.85","1,202,647",22.15,"428,885",-142,0.00,2019-07-21,106,84 ,22,9
Apache Lake (Horse Mesa Dam),92,"1,906.11","224,663",7.89,"20,475","-3,418",0.00,2019-07-21,106,84 ,22,9
Canyon Lake (Mormon Flat Dam),95,"1,657.68","55,195",2.82,"2,657",-56,0.00,2019-07-21,106,84 ,22,9
Saguaro Lake (Stewart Mountain Dam),95,"1,525.95","65,965",3.05,"3,800","1,450",0.00,2019-07-21,106,84 ,22,9
Total Salt system,77,,"1,548,470",,"455,817","-2,166",,2019-07-21,106,84 ,22,9
Horseshoe Lake (Horseshoe Dam),1,"1,955.78",785,70.22,"108,432",151,0.00,2019-07-21,106,84 ,22,9
Bartlett Lake (Bartlett Dam),91,"1,792.13","162,184",5.87,"16,002",-316,0.00,2019-07-21,106,84 ,22,9
Total Verde system,57,,"162,969",,"124,434",-165,,2019-07-21,106,84 ,22,9
Total Reservoir System,75,,"1,711,439",,"580,251","-2,331",,2019-07-21,106,84 ,22,9
Total system year ago,50,,,,,,,2019-07-21,106,84 ,22,9
Roosevelt Lake (Roosevelt Dam),74,"2,128.66","1,199,322",22.34,"432,210","-3,325",0.00,2019-07-22,106,84 ,45,16
Apache Lake (Horse Mesa Dam),92,"1,906.82","226,474",7.18,"18,664","1,811",0.00,2019-07-22,106,84 ,45,16
Canyon Lake (Mormon Flat Dam),95,"1,657.34","54,878",3.16,"2,974",-317,0.00,2019-07-22,106,84 ,45,16
Saguaro Lake (Stewart Mountain Dam),92,"1,524.69","64,443",4.31,"5,322","-1,522",0.00,2019-07-22,106,84 ,45,16
Total Salt system,77,,"1,545,117",,"459,170","-3,353",,2019-07-22,106,84 ,45,16
Horseshoe Lake (Horseshoe Dam),1,"1,956.39",932,69.61,"108,285",147,0.00,2019-07-22,106,84 ,45,16
Bartlett Lake (Bartlett Dam),91,"1,792.04","161,947",5.96,"16,239",-237,0.00,2019-07-22,106,84 ,45,16
Total Verde system,57,,"162,879",,"124,524",-90,,2019-07-22,106,84 ,45,16
Total Reservoir System,75,,"1,707,996",,"583,694","-3,443",,2019-07-22,106,84 ,45,16
Total system year ago,50,,,,,,,2019-07-22,106,84 ,45,16
Roosevelt Lake (Roosevelt Dam),73,"2,128.60","1,198,144",22.40,"433,388","-1,178",0.00,2019-07-23,106,84 ,59,21
Apache Lake (Horse Mesa Dam),93,"1,906.98","226,875",7.02,"18,263",401,0.00,2019-07-23,106,84 ,59,21
Canyon Lake (Mormon Flat Dam),94,"1,656.81","54,385",3.69,"3,467",-493,0.00,2019-07-23,106,84 ,59,21
Saguaro Lake (Stewart Mountain Dam),92,"1,524.65","64,398",4.35,"5,367",-45,0.00,2019-07-23,106,84 ,59,21
Total Salt system,77,,"1,543,802",,"460,485","-1,315",,2019-07-23,106,84 ,59,21
Horseshoe Lake (Horseshoe Dam),1,"1,956.89","1,064",69.11,"108,153",132,0.01,2019-07-23,106,84 ,59,21
Bartlett Lake (Bartlett Dam),91,"1,791.95","161,710",6.05,"16,476",-237,0.02,2019-07-23,106,84 ,59,21
Total Verde system,57,,"162,774",,"124,629",-105,,2019-07-23,106,84 ,59,21
Total Reservoir System,74,,"1,706,576",,"585,114","-1,420",,2019-07-23,106,84 ,59,21
Total system year ago,50,,,,,,,2019-07-23,106,84 ,59,21
Roosevelt Lake (Roosevelt Dam),73,"2,128.50","1,196,389",22.50,"435,143","-1,755",0.20,2019-07-24,106,84 ,63,20
Apache Lake (Horse Mesa Dam),92,"1,906.37","225,309",7.63,"19,829","-1,566",0.33,2019-07-24,106,84 ,63,20
Canyon Lake (Mormon Flat Dam),95,"1,657.45","54,980",3.05,"2,872",595,0.25,2019-07-24,106,84 ,63,20
Saguaro Lake (Stewart Mountain Dam),95,"1,525.96","65,984",3.04,"3,781","1,586",0.06,2019-07-24,106,84 ,63,20
Total Salt system,77,,"1,542,662",,"461,625","-1,140",,2019-07-24,106,84 ,63,20
Horseshoe Lake (Horseshoe Dam),1,"1,957.16","1,135",68.84,"108,082",71,0.00,2019-07-24,106,84 ,63,20
Bartlett Lake (Bartlett Dam),91,"1,791.86","161,473",6.14,"16,713",-237,0.24,2019-07-24,106,84 ,63,20
Total Verde system,57,,"162,608",,"124,795",-166,,2019-07-24,106,84 ,63,20
Total Reservoir System,74,,"1,705,270",,"586,420","-1,306",,2019-07-24,106,84 ,63,20
Total system year ago,50,,,,,,,2019-07-24,106,84 ,63,20
Roosevelt Lake (Roosevelt Dam),73,"2,128.40","1,194,718",22.60,"436,814","-1,671",0.09,2019-07-25,106,84 ,69,29
Apache Lake (Horse Mesa Dam),92,"1,906.44","225,500",7.56,"19,638",191,0.00,2019-07-25,106,84 ,69,29
Canyon Lake (Mormon Flat Dam),95,"1,657.37","54,905",3.13,"2,947",-75,0.00,2019-07-25,106,84 ,69,29
Saguaro Lake (Stewart Mountain Dam),95,"1,525.97","65,992",3.03,"3,773",8,0.02,2019-07-25,106,84 ,69,29
Total Salt system,77,,"1,541,115",,"463,172","-1,547",,2019-07-25,106,84 ,69,29
Horseshoe Lake (Horseshoe Dam),1,"1,957.48","1,221",68.52,"107,996",86,0.05,2019-07-25,106,84 ,69,29
Bartlett Lake (Bartlett Dam),90,"1,791.78","161,258",6.22,"16,928",-215,0.02,2019-07-25,106,84 ,69,29
Total Verde system,57,,"162,479",,"124,924",-129,,2019-07-25,106,84 ,69,29
Total Reservoir System,74,,"1,703,594",,"588,096","-1,676",,2019-07-25,106,84 ,69,29
Total system year ago,50,,,,,,,2019-07-25,106,84 ,69,29
Roosevelt Lake (Roosevelt Dam),73,"2,128.21","1,191,404",22.79,"440,128","-3,314",0.00,2019-07-26,105,84 ,55,22
Apache Lake (Horse Mesa Dam),92,"1,906.38","225,330",7.62,"19,808",-170,0.00,2019-07-26,105,84 ,55,22
Canyon Lake (Mormon Flat Dam),95,"1,657.69","55,204",2.81,"2,648",299,0.00,2019-07-26,105,84 ,55,22
Saguaro Lake (Stewart Mountain Dam),96,"1,526.63","66,802",2.37,"2,963",810,0.00,2019-07-26,105,84 ,55,22
Total Salt system,77,,"1,538,740",,"465,547","-2,375",,2019-07-26,105,84 ,55,22
Horseshoe Lake (Horseshoe Dam),1,"1,957.80","1,311",68.20,"107,906",90,0.00,2019-07-26,105,84 ,55,22
Bartlett Lake (Bartlett Dam),90,"1,791.68","161,001",6.32,"17,185",-257,0.00,2019-07-26,105,84 ,55,22
Total Verde system,56,,"162,312",,"125,091",-167,,2019-07-26,105,84 ,55,22
Total Reservoir System,74,,"1,701,052",,"590,638","-2,542",,2019-07-26,105,84 ,55,22
Total system year ago,50,,,,,,,2019-07-26,105,84 ,55,22
Roosevelt Lake (Roosevelt Dam),73,"2,128.03","1,188,209",22.97,"443,323","-3,195",0.00,2019-07-27,105,84 ,47,19
Apache Lake (Horse Mesa Dam),93,"1,907.23","227,507",6.77,"17,631","2,177",0.00,2019-07-27,105,84 ,47,19
Canyon Lake (Mormon Flat Dam),95,"1,657.26","54,803",3.24,"3,049",-401,0.00,2019-07-27,105,84 ,47,19
Saguaro Lake (Stewart Mountain Dam),94,"1,525.91","65,919",3.09,"3,846",-883,0.00,2019-07-27,105,84 ,47,19
Total Salt system,77,,"1,536,438",,"467,849","-2,302",,2019-07-27,105,84 ,47,19
Horseshoe Lake (Horseshoe Dam),1,"1,958.14","1,409",67.86,"107,808",98,0.00,2019-07-27,105,84 ,47,19
Bartlett Lake (Bartlett Dam),90,"1,791.63","160,870",6.37,"17,316",-131,0.00,2019-07-27,105,84 ,47,19
Total Verde system,56,,"162,279",,"125,124",-33,,2019-07-27,105,84 ,47,19
Total Reservoir System,74,,"1,698,717",,"592,973","-2,335",,2019-07-27,105,84 ,47,19
Total system year ago,50,,,,,,,2019-07-27,105,84 ,47,19
Roosevelt Lake (Roosevelt Dam),73,"2,127.90","1,185,921",23.10,"445,611","-2,288",0.00,2019-07-28,105,84 ,33,11
Apache Lake (Horse Mesa Dam),93,"1,907.22","227,486",6.78,"17,652",-21,0.00,2019-07-28,105,84 ,33,11
Canyon Lake (Mormon Flat Dam),96,"1,657.94","55,439",2.56,"2,413",636,0.00,2019-07-28,105,84 ,33,11
Saguaro Lake (Stewart Mountain Dam),94,"1,525.82","65,818",3.18,"3,947",-101,0.00,2019-07-28,105,84 ,33,11
Total Salt system,77,,"1,534,664",,"469,623","-1,774",,2019-07-28,105,84 ,33,11
Horseshoe Lake (Horseshoe Dam),1,"1,958.49","1,509",67.51,"107,708",100,0.00,2019-07-28,105,84 ,33,11
Bartlett Lake (Bartlett Dam),90,"1,791.48","160,477",6.52,"17,709",-393,0.00,2019-07-28,105,84 ,33,11
Total Verde system,56,,"161,986",,"125,417",-293,,2019-07-28,105,84 ,33,11
Total Reservoir System,74,,"1,696,650",,"595,040","-2,067",,2019-07-28,105,84 ,33,11
Total system year ago,50,,,,,,,2019-07-28,105,84 ,33,11
Roosevelt Lake (Roosevelt Dam),73,"2,127.76","1,183,381",23.24,"448,151","-2,540",0.00,2019-07-29,105,84 ,32,11
Apache Lake (Horse Mesa Dam),92,"1,906.80","226,416",7.20,"18,722","-1,070",0.00,2019-07-29,105,84 ,32,11
Canyon Lake (Mormon Flat Dam),97,"1,658.53","55,990",1.97,"1,862",551,0.00,2019-07-29,105,84 ,32,11
Saguaro Lake (Stewart Mountain Dam),96,"1,526.49","66,636",2.51,"3,129",818,0.00,2019-07-29,105,84 ,32,11
Total Salt system,76,,"1,532,423",,"471,864","-2,241",,2019-07-29,105,84 ,32,11
Horseshoe Lake (Horseshoe Dam),1,"1,958.79","1,601",67.21,"107,616",92,0.00,2019-07-29,105,84 ,32,11
Bartlett Lake (Bartlett Dam),90,"1,791.43","160,346",6.57,"17,840",-131,0.00,2019-07-29,105,84 ,32,11
Total Verde system,56,,"161,947",,"125,456",-39,,2019-07-29,105,84 ,32,11
Total Reservoir System,74,,"1,694,370",,"597,320","-2,280",,2019-07-29,105,84 ,32,11
Total system year ago,50,,,,,,,2019-07-29,105,84 ,32,11
Roosevelt Lake (Roosevelt Dam),72,"2,127.62","1,181,031",23.38,"450,501","-2,350",0.00,2019-07-30,105,84 ,36,15
Apache Lake (Horse Mesa Dam),93,"1,907.33","227,775",6.67,"17,363","1,359",0.00,2019-07-30,105,84 ,36,15
Canyon Lake (Mormon Flat Dam),96,"1,657.86","55,363",2.64,"2,489",-627,0.00,2019-07-30,105,84 ,36,15
Saguaro Lake (Stewart Mountain Dam),95,"1,526.25","66,341",2.75,"3,424",-295,0.00,2019-07-30,105,84 ,36,15
Total Salt system,76,,"1,530,510",,"473,777","-1,913",,2019-07-30,105,84 ,36,15
Horseshoe Lake (Horseshoe Dam),2,"1,959.12","1,704",66.88,"107,513",103,0.00,2019-07-30,105,84 ,36,15
Bartlett Lake (Bartlett Dam),90,"1,791.31","160,033",6.69,"18,153",-313,0.00,2019-07-30,105,84 ,36,15
Total Verde system,56,,"161,737",,"125,666",-210,,2019-07-30,105,84 ,36,15
Total Reservoir System,74,,"1,692,247",,"599,443","-2,123",,2019-07-30,105,84 ,36,15
Total system year ago,50,,,,,,,2019-07-30,105,84 ,36,15
Roosevelt Lake (Roosevelt Dam),72,"2,127.61","1,180,798",23.39,"450,734",-233,0.33,2019-07-31,105,84 ,79,21
Apache Lake (Horse Mesa Dam),93,"1,907.15","227,295",6.85,"17,843",-480,0.14,2019-07-31,105,84 ,79,21
Canyon Lake (Mormon Flat Dam),95,"1,657.32","54,859",3.18,"2,993",-504,0.38,2019-07-31,105,84 ,79,21
Saguaro Lake (Stewart Mountain Dam),96,"1,526.99","67,258",2.01,"2,507",917,0.59,2019-07-31,105,84 ,79,21
Total Salt system,76,,"1,530,210",,"474,077",-300,,2019-07-31,105,84 ,79,21
Horseshoe Lake (Horseshoe Dam),2,"1,959.51","1,824",66.49,"107,393",120,0.77,2019-07-31,105,84 ,79,21
Bartlett Lake (Bartlett Dam),90,"1,791.21","159,773",6.79,"18,413",-260,0.12,2019-07-31,105,84 ,79,21
Total Verde system,56,,"161,597",,"125,806",-140,,2019-07-31,105,84 ,79,21
Total Reservoir System,74,,"1,691,807",,"599,883",-440,,2019-07-31,105,84 ,79,21
Total system year ago,50,,,,,,,2019-07-31,105,84 ,79,21
Roosevelt Lake (Roosevelt Dam),72,"2,127.49","1,178,734",23.51,"452,798","-2,064",0.70,2019-08-01,105,84 ,88,36
Apache Lake (Horse Mesa Dam),94,"1,907.91","229,252",6.09,"15,886","1,957",0.20,2019-08-01,105,84 ,88,36
Canyon Lake (Mormon Flat Dam),94,"1,657.00","54,562",3.50,"3,290",-297,0.22,2019-08-01,105,84 ,88,36
Saguaro Lake (Stewart Mountain Dam),95,"1,525.97","65,992",3.03,"3,773","-1,266",0.04,2019-08-01,105,84 ,88,36
Total Salt system,76,,"1,528,540",,"475,747","-1,670",,2019-08-01,105,84 ,88,36
Horseshoe Lake (Horseshoe Dam),2,"1,959.90","1,953",66.10,"107,264",129,0.00,2019-08-01,105,84 ,88,36
Bartlett Lake (Bartlett Dam),90,"1,791.14","159,591",6.86,"18,595",-182,0.00,2019-08-01,105,84 ,88,36
Total Verde system,56,,"161,544",,"125,859",-53,,2019-08-01,105,84 ,88,36
Total Reservoir System,74,,"1,690,084",,"601,606","-1,723",,2019-08-01,105,84 ,88,36
Total system year ago,49,,,,,,,2019-08-01,105,84 ,88,36
Roosevelt Lake (Roosevelt Dam),72,"2,127.39","1,176,967",23.61,"454,565","-1,767",0.00,2019-08-02,105,84 ,79,25
Apache Lake (Horse Mesa Dam),94,"1,908.14","229,829",5.86,"15,309",577,0.00,2019-08-02,105,84 ,79,25
Canyon Lake (Mormon Flat Dam),95,"1,657.68","55,195",2.82,"2,657",633,0.00,2019-08-02,105,84 ,79,25
Saguaro Lake (Stewart Mountain Dam),93,"1,525.01","64,834",3.99,"4,931","-1,158",0.00,2019-08-02,105,84 ,79,25
Total Salt system,76,,"1,526,825",,"477,462","-1,715",,2019-08-02,105,84 ,79,25
Horseshoe Lake (Horseshoe Dam),2,"1,960.24","2,070",65.76,"107,147",117,0.00,2019-08-02,105,84 ,79,25
